"Arctic Viridian Jewel of Absorption","한기의 진청록색 주얼 - 흡수"
"Arctic Viridian Jewel of Adaption","한기의 진청록색 주얼 - 적용"
"Arctic Viridian Jewel of Archery","한기의 진청록색 주얼 - 궁술"
"Arctic Viridian Jewel of Athletics","한기의 진청록색 주얼 - 운동 경기"
"Arctic Viridian Jewel of Atrophy","한기의 진청록색 주얼 - 위축"
"Arctic Viridian Jewel of Berserking","한기의 진청록색 주얼 - 광폭화"
"Arctic Viridian Jewel of Blasting","한기의 진청록색 주얼 - 폭발"
"Arctic Viridian Jewel of Bleeding","한기의 진청록색 주얼 - 출혈"
"Arctic Viridian Jewel of Burning","한기의 진청록색 주얼 - 화상"
"Arctic Viridian Jewel of Combat","한기의 진청록색 주얼 - 전투"
"Arctic Viridian Jewel of Combusting","한기의 진청록색 주얼 - 발화"
"Arctic Viridian Jewel of Craiceann","한기의 진청록색 주얼 - 크라칸"
"Arctic Viridian Jewel of Cunning","한기의 진청록색 주얼 - 교활함"
"Arctic Viridian Jewel of Deadliness","한기의 진청록색 주얼 - 치명성"
"Arctic Viridian Jewel of Demolishing","한기의 진청록색 주얼 - 철거"
"Arctic Viridian Jewel of Dexterity","한기의 진청록색 주얼 - 민첩"
"Arctic Viridian Jewel of Efficiency","한기의 진청록색 주얼 - 효율"
"Arctic Viridian Jewel of Entropy","한기의 진청록색 주얼 - 엔트로피"
"Arctic Viridian Jewel of Exsanguinating","한기의 진청록색 주얼 - 방혈"
"Arctic Viridian Jewel of Farrul","한기의 진청록색 주얼 - 페룰"
"Arctic Viridian Jewel of Fending","한기의 진청록색 주얼 - 밀치기"
"Arctic Viridian Jewel of Fenumus","한기의 진청록색 주얼 - 페누무스"
"Arctic Viridian Jewel of Freezing","한기의 진청록색 주얼 - 동결"
"Arctic Viridian Jewel of Gelidity","한기의 진청록색 주얼 - 극한"
"Arctic Viridian Jewel of Grounding","한기의 진청록색 주얼 - 접지"
"Arctic Viridian Jewel of Haemophilia","한기의 진청록색 주얼 - 혈우병"
"Arctic Viridian Jewel of Hexwarding","한기의 진청록색 주얼 - 사술 결계"
"Arctic Viridian Jewel of Impaling","한기의 진청록색 주얼 - 꿰뚫기"
"Arctic Viridian Jewel of Infusion","한기의 진청록색 주얼 - 주입"
"Arctic Viridian Jewel of Insulation","한기의 진청록색 주얼 - 절연"
"Arctic Viridian Jewel of Intelligence","한기의 진청록색 주얼 - 지능"
"Arctic Viridian Jewel of Menace","한기의 진청록색 주얼 - 위험"
"Arctic Viridian Jewel of Neutralisation","한기의 진청록색 주얼 - 중화"
"Arctic Viridian Jewel of Order","한기의 진청록색 주얼 - 질서"
"Arctic Viridian Jewel of Poisoning","한기의 진청록색 주얼 - 중독"
"Arctic Viridian Jewel of Potency","한기의 진청록색 주얼 - 잠재력"
"Arctic Viridian Jewel of Precision","한기의 진청록색 주얼 - 정밀함"
"Arctic Viridian Jewel of Raiding","한기의 진청록색 주얼 - 습격"
"Arctic Viridian Jewel of Recovery","한기의 진청록색 주얼 - 회복"
"Arctic Viridian Jewel of Resistance","한기의 진청록색 주얼 - 저항"
"Arctic Viridian Jewel of Runes","한기의 진청록색 주얼 - 룬"
"Arctic Viridian Jewel of Saqawal","한기의 진청록색 주얼 - 사카왈"
"Arctic Viridian Jewel of Shelter","한기의 진청록색 주얼 - 대피소"
"Arctic Viridian Jewel of Shocking","한기의 진청록색 주얼 - 감전"
"Arctic Viridian Jewel of Soaring","한기의 진청록색 주얼 - 급상승"
"Arctic Viridian Jewel of Spirit","한기의 진청록색 주얼 - 혼백"
"Arctic Viridian Jewel of Stemming","한기의 진청록색 주얼 - 지혈"
"Arctic Viridian Jewel of Strength","한기의 진청록색 주얼 - 힘"
"Arctic Viridian Jewel of Stunning","한기의 진청록색 주얼 - 기절"
"Arctic Viridian Jewel of Venom","한기의 진청록색 주얼 - 독액"
"Arctic Viridian Jewel of Weight","한기의 진청록색 주얼 - 무게"
"Arctic Viridian Jewel of Wounding","한기의 진청록색 주얼 - 상처"
"Arctic Viridian Jewel of Zeal","한기의 진청록색 주얼 - 열의"
"Arctic Viridian Jewel of Zealousness","한기의 진청록색 주얼 - 질투"
"Arctic Viridian Jewel of the Apocalypse","한기의 진청록색 주얼 - 종말"
"Arctic Viridian Jewel of the Beast","한기의 진청록색 주얼 - 야수"
"Arctic Viridian Jewel of the Dragon","한기의 진청록색 주얼 - 용"
"Arctic Viridian Jewel of the Elements","한기의 진청록색 주얼 - 원소"
"Arctic Viridian Jewel of the Flameruler","한기의 진청록색 주얼 - 불의 지배자"
"Arctic Viridian Jewel of the Hearth","한기의 진청록색 주얼 - 난로"
"Arctic Viridian Jewel of the Snowbreather","한기의 진청록색 주얼 - 눈의 숨결"
"Arctic Viridian Jewel of the Stormdweller","한기의 진청록색 주얼 - 태풍의 주인"
"Arctic Viridian Jewel of the Underground","한기의 진청록색 주얼 - 지하"
"Arctic Viridian Jewel","한기의 진청록색 주얼"
"Arming Viridian Jewel of Absorption","전투 태세의 진청록색 주얼 - 흡수"
"Arming Viridian Jewel of Adaption","전투 태세의 진청록색 주얼 - 적용"
"Arming Viridian Jewel of Archery","전투 태세의 진청록색 주얼 - 궁술"
"Arming Viridian Jewel of Athletics","전투 태세의 진청록색 주얼 - 운동 경기"
"Arming Viridian Jewel of Atrophy","전투 태세의 진청록색 주얼 - 위축"
"Arming Viridian Jewel of Berserking","전투 태세의 진청록색 주얼 - 광폭화"
"Arming Viridian Jewel of Blasting","전투 태세의 진청록색 주얼 - 폭발"
"Arming Viridian Jewel of Bleeding","전투 태세의 진청록색 주얼 - 출혈"
"Arming Viridian Jewel of Burning","전투 태세의 진청록색 주얼 - 화상"
"Arming Viridian Jewel of Combat","전투 태세의 진청록색 주얼 - 전투"
"Arming Viridian Jewel of Combusting","전투 태세의 진청록색 주얼 - 발화"
"Arming Viridian Jewel of Craiceann","전투 태세의 진청록색 주얼 - 크라칸"
"Arming Viridian Jewel of Cunning","전투 태세의 진청록색 주얼 - 교활함"
"Arming Viridian Jewel of Deadliness","전투 태세의 진청록색 주얼 - 치명성"
"Arming Viridian Jewel of Demolishing","전투 태세의 진청록색 주얼 - 철거"
"Arming Viridian Jewel of Dexterity","전투 태세의 진청록색 주얼 - 민첩"
"Arming Viridian Jewel of Efficiency","전투 태세의 진청록색 주얼 - 효율"
"Arming Viridian Jewel of Entropy","전투 태세의 진청록색 주얼 - 엔트로피"
"Arming Viridian Jewel of Exsanguinating","전투 태세의 진청록색 주얼 - 방혈"
"Arming Viridian Jewel of Farrul","전투 태세의 진청록색 주얼 - 페룰"
"Arming Viridian Jewel of Fending","전투 태세의 진청록색 주얼 - 밀치기"
"Arming Viridian Jewel of Fenumus","전투 태세의 진청록색 주얼 - 페누무스"
"Arming Viridian Jewel of Freezing","전투 태세의 진청록색 주얼 - 동결"
"Arming Viridian Jewel of Gelidity","전투 태세의 진청록색 주얼 - 극한"
"Arming Viridian Jewel of Grounding","전투 태세의 진청록색 주얼 - 접지"
"Arming Viridian Jewel of Haemophilia","전투 태세의 진청록색 주얼 - 혈우병"
"Arming Viridian Jewel of Hexwarding","전투 태세의 진청록색 주얼 - 사술 결계"
"Arming Viridian Jewel of Impaling","전투 태세의 진청록색 주얼 - 꿰뚫기"
"Arming Viridian Jewel of Infusion","전투 태세의 진청록색 주얼 - 주입"
"Arming Viridian Jewel of Insulation","전투 태세의 진청록색 주얼 - 절연"
"Arming Viridian Jewel of Intelligence","전투 태세의 진청록색 주얼 - 지능"
"Arming Viridian Jewel of Menace","전투 태세의 진청록색 주얼 - 위험"
"Arming Viridian Jewel of Neutralisation","전투 태세의 진청록색 주얼 - 중화"
"Arming Viridian Jewel of Order","전투 태세의 진청록색 주얼 - 질서"
"Arming Viridian Jewel of Poisoning","전투 태세의 진청록색 주얼 - 중독"
"Arming Viridian Jewel of Potency","전투 태세의 진청록색 주얼 - 잠재력"
"Arming Viridian Jewel of Precision","전투 태세의 진청록색 주얼 - 정밀함"
"Arming Viridian Jewel of Raiding","전투 태세의 진청록색 주얼 - 습격"
"Arming Viridian Jewel of Recovery","전투 태세의 진청록색 주얼 - 회복"
"Arming Viridian Jewel of Resistance","전투 태세의 진청록색 주얼 - 저항"
"Arming Viridian Jewel of Runes","전투 태세의 진청록색 주얼 - 룬"
"Arming Viridian Jewel of Saqawal","전투 태세의 진청록색 주얼 - 사카왈"
"Arming Viridian Jewel of Shelter","전투 태세의 진청록색 주얼 - 대피소"
"Arming Viridian Jewel of Shocking","전투 태세의 진청록색 주얼 - 감전"
"Arming Viridian Jewel of Soaring","전투 태세의 진청록색 주얼 - 급상승"
"Arming Viridian Jewel of Spirit","전투 태세의 진청록색 주얼 - 혼백"
"Arming Viridian Jewel of Stemming","전투 태세의 진청록색 주얼 - 지혈"
"Arming Viridian Jewel of Strength","전투 태세의 진청록색 주얼 - 힘"
"Arming Viridian Jewel of Stunning","전투 태세의 진청록색 주얼 - 기절"
"Arming Viridian Jewel of Venom","전투 태세의 진청록색 주얼 - 독액"
"Arming Viridian Jewel of Weight","전투 태세의 진청록색 주얼 - 무게"
"Arming Viridian Jewel of Wounding","전투 태세의 진청록색 주얼 - 상처"
"Arming Viridian Jewel of Zeal","전투 태세의 진청록색 주얼 - 열의"
"Arming Viridian Jewel of Zealousness","전투 태세의 진청록색 주얼 - 질투"
"Arming Viridian Jewel of the Apocalypse","전투 태세의 진청록색 주얼 - 종말"
"Arming Viridian Jewel of the Beast","전투 태세의 진청록색 주얼 - 야수"
"Arming Viridian Jewel of the Dragon","전투 태세의 진청록색 주얼 - 용"
"Arming Viridian Jewel of the Elements","전투 태세의 진청록색 주얼 - 원소"
"Arming Viridian Jewel of the Flameruler","전투 태세의 진청록색 주얼 - 불의 지배자"
"Arming Viridian Jewel of the Hearth","전투 태세의 진청록색 주얼 - 난로"
"Arming Viridian Jewel of the Snowbreather","전투 태세의 진청록색 주얼 - 눈의 숨결"
"Arming Viridian Jewel of the Stormdweller","전투 태세의 진청록색 주얼 - 태풍의 주인"
"Arming Viridian Jewel of the Underground","전투 태세의 진청록색 주얼 - 지하"
"Arming Viridian Jewel","전투 태세의 진청록색 주얼"
"Avalanching Viridian Jewel of Absorption","산사태의 진청록색 주얼 - 흡수"
"Avalanching Viridian Jewel of Adaption","산사태의 진청록색 주얼 - 적용"
"Avalanching Viridian Jewel of Archery","산사태의 진청록색 주얼 - 궁술"
"Avalanching Viridian Jewel of Athletics","산사태의 진청록색 주얼 - 운동 경기"
"Avalanching Viridian Jewel of Atrophy","산사태의 진청록색 주얼 - 위축"
"Avalanching Viridian Jewel of Berserking","산사태의 진청록색 주얼 - 광폭화"
"Avalanching Viridian Jewel of Blasting","산사태의 진청록색 주얼 - 폭발"
"Avalanching Viridian Jewel of Bleeding","산사태의 진청록색 주얼 - 출혈"
"Avalanching Viridian Jewel of Burning","산사태의 진청록색 주얼 - 화상"
"Avalanching Viridian Jewel of Combat","산사태의 진청록색 주얼 - 전투"
"Avalanching Viridian Jewel of Combusting","산사태의 진청록색 주얼 - 발화"
