
"Flame Spinner's   [+1 to Level of Socketed Fire Gems]","화염술사의   [장착된 화염 속성 젬 레벨 +1]"
"Lava Caller's   [+2 to Level of Socketed Fire Gems]","용암 소환사의   [장착된 화염 속성 젬 레벨 +2]"
"Frost Weaver's   [+1 to Level of Socketed Cold Gems]","서리술사의   [장착된 냉기 속성 젬 레벨 +1]"
"Winterbringer's   [+2 to Level of Socketed Cold Gems]","겨울 인도자의   [장착된 냉기 속성 젬 레벨 +2]"
"Thunder Lord's   [+1 to Level of Socketed Lightning Gems]","천둥 군주의   [장착된 번개 속성 젬 레벨 +1]"
"Tempest King's   [+2 to Level of Socketed Lightning Gems]","폭풍 왕의   [장착된 번개 속성 젬 레벨 +2]"
"Nihilist's   [+1 to Level of Socketed Chaos Gems]","허무주의자의   [장착된 카오스 속성 젬 레벨 +1]"
"Anarchist's   [+2 to Level of Socketed Chaos Gems]","무정부주의자의   [장착된 카오스 속성 젬 레벨 +2]"
"Combatant's   [+1 to Level of Socketed Melee Gems]","전투원의   [장착된 근접 젬 레벨 +1]"
"Weaponmaster's   [+2 to Level of Socketed Melee Gems]","무기의 대가의   [장착된 근접 젬 레벨 +2]"

