"Juggernaut's Ursine Charm","저거넛의 곰 부적"
"Juggernaut's Ursine Charm of the Juggernaut","저거넛의 곰 부적 - 저거넛"
"Juggernaut's Ursine Charm of the Chieftain","저거넛의 곰 부적 - 치프틴"
"Juggernaut's Ursine Charm of the Berserker","저거넛의 곰 부적 - 버서커"
"Juggernaut's Ursine Charm of the Champion","저거넛의 곰 부적 - 챔피언"
"Juggernaut's Ursine Charm of the Gladiator","저거넛의 곰 부적 - 글래디에이터"
"Juggernaut's Ursine Charm of the Slayer","저거넛의 곰 부적 - 슬레이어"
"Juggernaut's Ursine Charm of the Inquisitor","저거넛의 곰 부적 - 인퀴지터"
"Juggernaut's Ursine Charm of the Hierophant","저거넛의 곰 부적 - 하이로펀트"
"Juggernaut's Ursine Charm of the Guardian","저거넛의 곰 부적 - 가디언"
"Juggernaut's Ursine Charm of the Elementalist","저거넛의 곰 부적 - 엘리멘탈리스트"
"Juggernaut's Ursine Charm of the Occultist","저거넛의 곰 부적 - 오컬티스트"
"Juggernaut's Ursine Charm of the Necromancer","저거넛의 곰 부적 - 네크로맨서"
"Juggernaut's Ursine Charm of the Assassin","저거넛의 곰 부적 - 어쌔신"
"Juggernaut's Ursine Charm of the Saboteur","저거넛의 곰 부적 - 사보추어"
"Juggernaut's Ursine Charm of the Trickster","저거넛의 곰 부적 - 트릭스터"
"Juggernaut's Ursine Charm of the Deadeye","저거넛의 곰 부적 - 데드아이"
"Juggernaut's Ursine Charm of the Raider","저거넛의 곰 부적 - 레이더"
"Juggernaut's Ursine Charm of the Pathfinder","저거넛의 곰 부적 - 패스파인더"
"Juggernaut's Lupine Charm","저거넛의 늑대 부적"
"Juggernaut's Lupine Charm of the Juggernaut","저거넛의 늑대 부적 - 저거넛"
"Juggernaut's Lupine Charm of the Chieftain","저거넛의 늑대 부적 - 치프틴"
"Juggernaut's Lupine Charm of the Berserker","저거넛의 늑대 부적 - 버서커"
"Juggernaut's Lupine Charm of the Champion","저거넛의 늑대 부적 - 챔피언"
