"Arctic Cobalt Jewel of Acrimony","한기의 코발트색 주얼 - 신랄"
"Arctic Cobalt Jewel of Adaption","한기의 코발트색 주얼 - 적용"
"Arctic Cobalt Jewel of Annihilation","한기의 코발트색 주얼 - 전멸"
"Arctic Cobalt Jewel of Archery","한기의 코발트색 주얼 - 궁술"
"Arctic Cobalt Jewel of Athletics","한기의 코발트색 주얼 - 운동 경기"
"Arctic Cobalt Jewel of Atrophy","한기의 코발트색 주얼 - 위축"
"Arctic Cobalt Jewel of Berserking","한기의 코발트색 주얼 - 광폭화"
"Arctic Cobalt Jewel of Blasting","한기의 코발트색 주얼 - 폭발"
"Arctic Cobalt Jewel of Bleeding","한기의 코발트색 주얼 - 출혈"
"Arctic Cobalt Jewel of Burning","한기의 코발트색 주얼 - 화상"
"Arctic Cobalt Jewel of Combusting","한기의 코발트색 주얼 - 발화"
"Arctic Cobalt Jewel of Craiceann","한기의 코발트색 주얼 - 크라칸"
"Arctic Cobalt Jewel of Cunning","한기의 코발트색 주얼 - 교활함"
"Arctic Cobalt Jewel of Dexterity","한기의 코발트색 주얼 - 민첩"
"Arctic Cobalt Jewel of Efficiency","한기의 코발트색 주얼 - 효율"
"Arctic Cobalt Jewel of Enchanting","한기의 코발트색 주얼 - 인챈트"
"Arctic Cobalt Jewel of Entropy","한기의 코발트색 주얼 - 엔트로피"
"Arctic Cobalt Jewel of Exsanguinating","한기의 코발트색 주얼 - 방혈"
"Arctic Cobalt Jewel of Farrul","한기의 코발트색 주얼 - 페룰"
"Arctic Cobalt Jewel of Fending","한기의 코발트색 주얼 - 밀치기"
"Arctic Cobalt Jewel of Fenumus","한기의 코발트색 주얼 - 페누무스"
"Arctic Cobalt Jewel of Focus","한기의 코발트색 주얼 - 집중"
"Arctic Cobalt Jewel of Freezing","한기의 코발트색 주얼 - 동결"
"Arctic Cobalt Jewel of Gelidity","한기의 코발트색 주얼 - 극한"
"Arctic Cobalt Jewel of Grounding","한기의 코발트색 주얼 - 접지"
"Arctic Cobalt Jewel of Haemophilia","한기의 코발트색 주얼 - 혈우병"
"Arctic Cobalt Jewel of Hexwarding","한기의 코발트색 주얼 - 사술 결계"
"Arctic Cobalt Jewel of Impaling","한기의 코발트색 주얼 - 꿰뚫기"
"Arctic Cobalt Jewel of Infusion","한기의 코발트색 주얼 - 주입"
"Arctic Cobalt Jewel of Insulation","한기의 코발트색 주얼 - 절연"
"Arctic Cobalt Jewel of Intelligence","한기의 코발트색 주얼 - 지능"
"Arctic Cobalt Jewel of Menace","한기의 코발트색 주얼 - 위험"
"Arctic Cobalt Jewel of Mysticism","한기의 코발트색 주얼 - 신비주의"
"Arctic Cobalt Jewel of Neutralisation","한기의 코발트색 주얼 - 중화"
"Arctic Cobalt Jewel of Order","한기의 코발트색 주얼 - 질서"
"Arctic Cobalt Jewel of Poisoning","한기의 코발트색 주얼 - 중독"
"Arctic Cobalt Jewel of Potency","한기의 코발트색 주얼 - 잠재력"
"Arctic Cobalt Jewel of Raiding","한기의 코발트색 주얼 - 습격"
"Arctic Cobalt Jewel of Recovery","한기의 코발트색 주얼 - 회복"
