"Passives in Radius of Acrobatics can be Allocated without being connected to your tree","반경 곡예 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Ancestral Bond can be Allocated without being connected to your tree","반경 선대의 유대 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Arrow Dancing can be Allocated without being connected to your tree","반경 춤추는 화살 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Avatar of Fire can be Allocated without being connected to your tree","반경 불의 화신 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Blood Magic can be Allocated without being connected to your tree","반경 혈마법 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Call to Arms can be Allocated without being connected to your tree","반경 소집 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Chaos Inoculation can be Allocated without being connected to your tree","반경 카오스 면역 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Conduit can be Allocated without being connected to your tree","반경 도관 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Crimson Dance can be Allocated without being connected to your tree","반경 진홍색 춤 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Divine Shield can be Allocated without being connected to your tree","반경 신성한 방패 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Eldritch Battery can be Allocated without being connected to your tree","반경 섬뜩한 충전기 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Elemental Equilibrium can be Allocated without being connected to your tree","반경 원소 균형 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Elemental Overload can be Allocated without being connected to your tree","반경 원소 과부하 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Eternal Youth can be Allocated without being connected to your tree","반경 영원한 젊음 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Ghost Dance can be Allocated without being connected to your tree","반경 혼의 춤 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Ghost Reaver can be Allocated without being connected to your tree","반경 혼 강탈자 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Glancing Blows can be Allocated without being connected to your tree","반경 비껴내기 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
"Passives in Radius of Hex Master can be Allocated without being connected to your tree","반경 사술의 대가 내 패시브 스킬이 트리와 연결되지 않아도 할당 가능"
